,age,balance,day,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,marital_married,marital_single,marital_nan,education_secondary,education_tertiary,education_nan,contact_telephone,contact_nan,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,month_nan,poutcome_other,poutcome_success,poutcome_nan,subscribed_yes,subscribed_nan,default_yes,housing_yes,loan_yes,TotalContacts
919,0.34,0.0014347815635889444,8,-0.8240343347639485,1,0.5909912252374953,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0033277900926747457
920,0.4,0.0021407976934125286,8,-0.9012875536480687,1,0.5909912252374953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0033277900926747457
921,0.33,0.002333613780471496,8,-0.9184549356223176,1,0.5909912252374953,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0033277900926747457
922,0.37,0.0014912908347860653,8,-0.3218884120171674,8,0.5909912252374953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.2049723046590195
923,0.4,0.0012906931590323943,8,0.7296137339055794,2,0.5909912252374953,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.29017895265036814
924,0.59,0.0015871429484252116,8,0.7982832618025751,4,0.5909912252374953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.6948124598790065
925,0.39,0.0013752049436340347,8,-0.38197424892703863,5,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.8487254123783889
926,0.28,0.0013291863967728656,8,-0.07296137339055794,3,0.5909912252374953,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.5128236264286637
927,0.3,0.002374655167289781,8,2.4506437768240343,2,0.5909912252374953,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
928,0.4,0.0017547704082188497,8,0.47639484978540775,2,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.29017895265036814
929,0.28,0.0013982075612547459,8,1.2789699570815452,2,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
930,0.39,0.0019908598429482396,8,-0.7639484978540773,2,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
931,0.44,0.0014898789700993516,8,-0.34763948497854075,2,0.5909912252374953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
932,0.39,0.0011165544062235646,8,-0.3605150214592275,2,0.5909912252374953,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
933,0.3,0.001366232070867034,8,0.9656652360515021,3,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.5128236264286637
934,0.35,0.0010347155036342034,8,0.6566523605150214,2,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
935,0.31,0.0013579728493780176,8,0.33476394849785407,3,0.5909912252374953,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.5128236264286637
936,0.47,0.0020884785409902157,8,-0.8927038626609443,3,0.5909912252374953,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.5128236264286637
937,0.26,0.0012813479778036386,8,-0.030042918454935622,2,0.5909912252374953,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
938,0.25,0.0013131057782465158,8,-0.8841201716738197,2,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
939,0.42,0.0013177129200853106,8,-0.5708154506437768,4,0.5909912252374953,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.6948124598790065
940,0.3,0.0013161783379010493,8,-0.8755364806866953,2,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
941,0.28,0.0013284234610364866,8,0.06866952789699571,2,0.5909912252374953,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.29017895265036814
942,0.46,0.0018790888651073093,8,0.5708154506437768,2,0.5909912252374953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
943,0.43,0.0015579591904314402,8,-0.5150214592274678,1,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0033277900926747457
944,0.38,0.0013811654604947334,8,-0.927038626609442,2,0.5909912252374953,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.29017895265036814
945,0.31,0.0016039241935739436,8,-0.8798283261802575,1,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0033277900926747457
946,0.29,0.001314642624511101,8,-0.19742489270386265,1,0.5909912252374953,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0033277900926747457
947,0.34,0.0025558834569884706,8,-0.37339055793991416,1,0.5909912252374953,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0033277900926747457
948,0.4,0.0013789322646315196,8,-0.11158798283261803,1,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0033277900926747457
949,0.3,0.001445629721180028,8,-0.008583690987124463,1,0.5909912252374953,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0033277900926747457
950,0.44,0.0014506729280545211,8,-0.7424892703862661,1,0.5909912252374953,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.0033277900926747457
951,0.38,0.001145080103105303,8,-0.9227467811158798,1,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0033277900926747457
952,0.32,0.0013138743430925917,8,-0.575107296137339,1,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0033277900926747457
953,0.34,0.001720916546697531,8,-0.05150214592274678,2,0.5909912252374953,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.29017895265036814
954,0.32,0.0016390595824092127,8,-0.1459227467811159,2,0.5909912252374953,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
955,0.55,0.001530439510272968,8,-0.3948497854077253,3,0.5909912252374953,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.5128236264286637
956,0.5,0.0014136469193452112,8,0.11587982832618025,2,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.29017895265036814
957,0.43,0.00133907921997523,8,1.3175965665236051,3,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.5128236264286637
958,0.44,0.0021695325071905713,8,0.09012875536480687,2,0.5909912252374953,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
959,0.27,0.0016112653337226105,8,0.004291845493562232,2,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.29017895265036814
960,0.35,0.0013322353488436078,8,-0.9141630901287554,5,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.8487254123783889
961,0.45,0.0013299490532174712,8,-0.11587982832618025,3,0.5909912252374953,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.5128236264286637
962,0.35,0.0015985688876970208,8,-0.8669527896995708,1,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0033277900926747457
963,0.49,0.0020575203077441272,8,-0.703862660944206,1,0.5909912252374953,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0033277900926747457
964,0.34,0.001657385190593517,8,0.8841201716738197,2,0.5909912252374953,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.29017895265036814
965,0.51,0.0029132911147190113,5,0.9141630901287554,1,1.0352333422296693,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29017895265036814
966,0.33,0.001970214269635301,10,-0.26180257510729615,1,1.0311721137119063,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
967,0.3,0.0020995750802558486,13,-0.6437768240343348,1,1.0311721137119063,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
968,0.44,0.0022946290015964095,17,-0.6652360515021459,1,1.0730140116890479,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
969,0.51,0.001402630494222554,17,-0.15450643776824036,1,1.0126896716367155,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
970,0.51,0.0013572203848981998,17,-0.6738197424892703,1,0.9351418843126355,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
971,0.44,0.0037933475007778964,17,-0.7639484978540773,1,1.0592603258177982,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.29017895265036814
972,0.34,0.0013922956727443273,17,0.2875536480686695,1,1.0749634725496366,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
973,0.49,0.002247059809047247,17,0.3776824034334764,1,1.027094324336789,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29017895265036814
974,0.47,0.0014813876296889948,17,-0.6695278969957081,1,0.9101951587484294,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
975,0.4,0.002290786257833871,17,-0.3218884120171674,1,1.0168265030398298,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
976,0.47,0.002222861604629082,17,0.26180257510729615,1,0.912488935021505,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6948124598790065
977,0.54,0.0014600066170328192,17,-0.4978540772532189,1,1.0250491770125008,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.5128236264286637
978,0.45,0.002219381659435429,17,-0.6909871244635193,1,0.9418388984879098,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
979,0.39,0.0016005787409567585,17,0.6866952789699571,1,0.9351418843126355,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
980,0.39,0.002980657690537722,17,-0.6008583690987125,1,0.9396115400483361,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29017895265036814
981,0.37,0.0013131057782465158,17,-0.8240343347639485,1,0.9216117853042405,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5128236264286637
982,0.58,0.0013131057782465158,17,-0.07296137339055794,1,1.0552957048207914,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
983,0.43,0.002404003671716835,17,-0.34763948497854075,1,1.0552957048207914,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
984,0.5,0.0017504128542698463,17,0.2832618025751073,1,0.893989693707746,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0997227829521368
985,0.56,0.0027720298240339124,17,-0.8497854077253219,1,1.027094324336789,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.5128236264286637
986,0.51,0.0014678718231933125,17,-0.45493562231759654,1,0.893989693707746,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
987,0.5,0.0014941116969564461,17,0.1459227467811159,1,0.9216117853042405,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
988,0.26,0.0014412972342970928,4,-0.9227467811158798,1,0.9594813882282662,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.8487254123783889
989,0.34,0.0023602894674988567,6,-0.9012875536480687,1,0.8703737542652299,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.541159071680806
990,0.38,0.0016619415158575736,17,-0.38626609442060084,1,0.8775172795977957,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5128236264286637
991,0.52,0.00232795405744106,17,0.6223175965665236,1,0.9078961089671973,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0.5128236264286637
992,0.35,0.00233596746798949,17,-0.6952789699570815,1,1.0168265030398298,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1.846352867832228
993,0.42,0.0013398382641466378,17,-0.8497854077253219,1,0.9032820914958091,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0.9820784724121582
994,0.3,0.0018948466552095955,12,-0.5021459227467812,1,1.0168265030398298,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.6948124598790065
995,0.48,0.0015283608053497564,17,-0.48497854077253216,1,1.0106148206706123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5128236264286637
996,0.49,0.001361731100507858,17,-0.12017167381974249,1,1.0001754952368904,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.29017895265036814
997,0.33,0.0019000728765651285,21,-0.8454935622317596,1,0.9832425298707561,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6948124598790065
998,0.36,0.002640502847014992,22,-0.6995708154506438,1,0.8338700206734379,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.8487254123783889
999,0.44,0.0021418307905597053,25,-0.5021459227467812,1,0.8412781478952785,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.5128236264286637
1000,0.46,0.002661131359772741,1,-0.08583690987124463,3,1.366793756683824,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6948124598790065
1001,0.54,0.002509220675218508,5,1.3347639484978542,1,1.6833430924760462,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5128236264286637
1002,0.24,0.003240635033964125,5,2.8798283261802573,4,1.0533074843681367,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.467106003856304
1003,0.29,0.0017044182280708735,5,0.9570815450643777,1,1.2706777538095466,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29017895265036814
1004,0.27,0.00498827585684469,6,1.8240343347639485,1,1.2818250316898376,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5128236264286637
1005,0.33,0.0017056919784595598,6,-0.17167381974248927,1,1.356559188119091,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.29017895265036814
1006,0.57,0.0014828052586968953,6,-0.2532188841201717,2,1.1018642468611115,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8487254123783889
1007,0.27,0.001260955120704593,6,1.5793991416309012,3,1.1499804732613046,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8487254123783889
1008,0.49,0.0014592901236931573,13,-0.055793991416309016,1,1.0473189942805592,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5128236264286637
1009,0.36,0.0016238848723320173,13,1.4206008583690988,1,1.649933462807077,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5128236264286637
1010,0.4,0.0048037088754304,13,-0.07725321888412018,2,1.160762975462377,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.467106003856304
1011,0.38,0.0016085988202830708,13,0.017167381974248927,1,1.0412944260171855,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5128236264286637
1012,0.59,0.0013138743430925917,15,-0.33047210300429186,2,1.378363565950596,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8487254123783889
1013,0.39,0.002314212578482557,20,0.9699570815450643,1,1.706393735220293,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.29017895265036814
1014,0.3,0.0024848344692725375,21,1.5407725321888412,3,1.1819853383693892,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6948124598790065
1015,0.42,0.0020852972150064222,23,0.2575107296137339,1,1.5653563316293322,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.29017895265036814
1016,0.26,0.001477128945603953,26,-0.1888412017167382,1,1.3130063095154627,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29017895265036814
1017,0.45,0.0013131057782465158,26,5.304721030042918,1,1.0671427224691847,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8487254123783889
1018,0.63,0.0013996829158145826,27,0.38197424892703863,1,1.0433066509585458,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.2049723046590195
1019,0.54,0.0014180372299774713,27,1.0171673819742488,2,1.0473189942805592,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6948124598790065
1020,0.63,0.004846582956557942,29,1.8197424892703862,1,1.0651779405418378,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29017895265036814
1021,0.3,0.0013900743822663425,5,1.0042918454935623,7,1.4451048015917944,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1.3871273474237826
1022,0.34,0.0031052893117874607,8,2.240343347639485,2,1.0022720968907135,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0997227829521368
1023,0.24,0.0018136293571345513,15,0.8841201716738197,2,1.1678872569922174,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.6948124598790065
1024,0.36,0.001222774163713303,16,0.26180257510729615,4,1.0473189942805592,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9820784724121582
1025,0.41,0.0035012596383097406,23,0.06866952789699571,9,1.0533074843681367,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.6746012383405136
